earth.x	earth.y	moon.x	moon.y
168.031411	-63756509.994234	384986277.551595	5191964399.999878
168.051256	-63764039.994232	384986275.930897	5192577599.999878
168.071101	-63771569.994231	384986274.310199	5193190799.999878
168.090947	-63779099.994229	384986272.689501	5193803999.999878
168.110792	-63786629.994227	384986271.068803	5194417199.999878
168.130638	-63794159.994225	384986269.448105	5195030399.999878
168.150483	-63801689.994223	384986267.827407	5195643599.999878
168.170329	-63809219.994222	384986266.206709	5196256799.999878
168.190174	-63816749.994220	384986264.586011	5196869999.999878
168.210020	-63824279.994218	384986262.965313	5197483199.999878
168.229865	-63831809.994216	384986261.344615	5198096399.999878
168.249710	-63839339.994214	384986259.723917	5198709599.999878
168.269556	-63846869.994213	384986258.103219	5199322799.999878
168.289401	-63854399.994211	384986256.482521	5199935999.999878
168.309247	-63861929.994209	384986254.861823	5200549199.999878
168.329092	-63869459.994207	384986253.241125	5201162399.999878
168.348938	-63876989.994205	384986251.620427	5201775599.999878
168.368783	-63884519.994204	384986249.999729	5202388799.999878
168.388629	-63892049.994202	384986248.379031	5203001999.999878
168.408474	-63899579.994200	384986246.758333	5203615199.999878
168.428320	-63907109.994198	384986245.137635	5204228399.999878
168.448165	-63914639.994197	384986243.516937	5204841599.999878
168.468010	-63922169.994195	384986241.896239	5205454799.999878
168.487856	-63929699.994193	384986240.275541	5206067999.999878
168.507701	-63937229.994191	384986238.654844	5206681199.999878
168.527547	-63944759.994189	384986237.034146	5207294399.999878
168.547392	-63952289.994188	384986235.413448	5207907599.999878
168.567238	-63959819.994186	384986233.792750	5208520799.999878
168.587083	-63967349.994184	384986232.172052	5209133999.999878
168.606929	-63974879.994182	384986230.551354	5209747199.999878
168.626774	-63982409.994180	384986228.930656	5210360399.999878
168.646619	-63989939.994179	384986227.309958	5210973599.999878
168.666465	-63997469.994177	384986225.689260	5211586799.999878
168.686310	-64004999.994175	384986224.068562	5212199999.999878
168.706156	-64012529.994173	384986222.447864	5212813199.999878
168.726001	-64020059.994172	384986220.827166	5213426399.999878
168.745847	-64027589.994170	384986219.206468	5214039599.999878
168.765692	-64035119.994168	384986217.585770	5214652799.999878
168.785538	-64042649.994166	384986215.965072	5215265999.999878
168.805383	-64050179.994164	384986214.344374	5215879199.999878
168.825229	-64057709.994163	384986212.723676	5216492399.999878
168.845074	-64065239.994161	384986211.102978	5217105599.999878
168.864919	-64072769.994159	384986209.482280	5217718799.999878
168.884765	-64080299.994157	384986207.861582	5218331999.999878
168.904610	-64087829.994155	384986206.240884	5218945199.999878
168.924456	-64095359.994154	384986204.620186	5219558399.999878
168.944301	-64102889.994152	384986202.999488	5220171599.999878
168.964147	-64110419.994150	384986201.378790	5220784799.999878
168.983992	-64117949.994148	384986199.758092	5221397999.999878
169.003838	-64125479.994146	384986198.137394	5222011199.999878
169.023683	-64133009.994145	384986196.516696	5222624399.999878
169.043528	-64140539.994143	384986194.895998	5223237599.999878
169.063374	-64148069.994141	384986193.275300	5223850799.999878
169.083219	-64155599.994139	384986191.654602	5224463999.999878
169.103065	-64163129.994138	384986190.033904	5225077199.999878
169.122910	-64170659.994136	384986188.413206	5225690399.999878
169.142756	-64178189.994134	384986186.792508	5226303599.999878
169.162601	-64185719.994132	384986185.171810	5226916799.999878
169.182447	-64193249.994130	384986183.551112	5227529999.999878
169.202292	-64200779.994129	384986181.930414	5228143199.999878
169.222138	-64208309.994127	384986180.309716	5228756399.999878
169.241983	-64215839.994125	384986178.689018	5229369599.999878
169.261828	-64223369.994123	384986177.068320	5229982799.999878
169.281674	-64230899.994121	384986175.447622	5230595999.999878
169.301519	-64238429.994120	384986173.826925	5231209199.999878
169.321365	-64245959.994118	384986172.206227	5231822399.999878
169.341210	-64253489.994116	384986170.585529	5232435599.999878
169.361056	-64261019.994114	384986168.964831	5233048799.999878
169.380901	-64268549.994112	384986167.344133	5233661999.999878
169.400747	-64276079.994111	384986165.723435	5234275199.999878
169.420592	-64283609.994109	384986164.102737	5234888399.999878
169.440437	-64291139.994107	384986162.482039	5235501599.999878
169.460283	-64298669.994105	384986160.861341	5236114799.999878
169.480128	-64306199.994104	384986159.240643	5236727999.999878
169.499974	-64313729.994102	384986157.619945	5237341199.999878
169.519819	-64321259.994100	384986155.999247	5237954399.999878
169.539665	-64328789.994098	384986154.378549	5238567599.999878
169.559510	-64336319.994096	384986152.757851	5239180799.999878
169.579356	-64343849.994095	384986151.137153	5239793999.999878
169.599201	-64351379.994093	384986149.516455	5240407199.999878
169.619047	-64358909.994091	384986147.895757	5241020399.999878
169.638892	-64366439.994089	384986146.275059	5241633599.999878
169.658737	-64373969.994087	384986144.654361	5242246799.999878
169.678583	-64381499.994086	384986143.033663	5242859999.999878
169.698428	-64389029.994084	384986141.412965	5243473199.999878
169.718274	-64396559.994082	384986139.792267	5244086399.999878
169.738119	-64404089.994080	384986138.171569	5244699599.999878
169.757965	-64411619.994079	384986136.550871	5245312799.999878
169.777810	-64419149.994077	384986134.930173	5245925999.999878
169.797656	-64426679.994075	384986133.309475	5246539199.999878
169.817501	-64434209.994073	384986131.688777	5247152399.999878
169.837346	-64441739.994071	384986130.068079	5247765599.999878
169.857192	-64449269.994070	384986128.447381	5248378799.999878
169.877037	-64456799.994068	384986126.826683	5248991999.999878
169.896883	-64464329.994066	384986125.205985	5249605199.999878
169.916728	-64471859.994064	384986123.585287	5250218399.999878
169.936574	-64479389.994062	384986121.964589	5250831599.999878
169.956419	-64486919.994061	384986120.343891	5251444799.999878
169.976265	-64494449.994059	384986118.723193	5252057999.999878
169.996110	-64501979.994057	384986117.102495	5252671199.999878
170.015956	-64509509.994055	384986115.481797	5253284399.999878
170.035801	-64517039.994053	384986113.861099	5253897599.999878
170.055646	-64524569.994052	384986112.240401	5254510799.999878
170.075492	-64532099.994050	384986110.619703	5255123999.999878
170.095337	-64539629.994048	384986108.999006	5255737199.999878
170.115183	-64547159.994046	384986107.378308	5256350399.999878
170.135028	-64554689.994045	384986105.757610	5256963599.999878
170.154874	-64562219.994043	384986104.136912	5257576799.999878
170.174719	-64569749.994041	384986102.516214	5258189999.999878
170.194565	-64577279.994039	384986100.895516	5258803199.999878
170.214410	-64584809.994037	384986099.274818	5259416399.999878
170.234256	-64592339.994036	384986097.654120	5260029599.999878
170.254101	-64599869.994034	384986096.033422	5260642799.999878
170.273946	-64607399.994032	384986094.412724	5261255999.999878
170.293792	-64614929.994030	384986092.792026	5261869199.999878
170.313637	-64622459.994028	384986091.171328	5262482399.999878
170.333483	-64629989.994027	384986089.550630	5263095599.999878
170.353328	-64637519.994025	384986087.929932	5263708799.999878
170.373174	-64645049.994023	384986086.309234	5264321999.999878
170.393019	-64652579.994021	384986084.688536	5264935199.999878
170.412865	-64660109.994020	384986083.067838	5265548399.999878
170.432710	-64667639.994018	384986081.447140	5266161599.999878
170.452555	-64675169.994016	384986079.826442	5266774799.999878
170.472401	-64682699.994014	384986078.205744	5267387999.999878
170.492246	-64690229.994012	384986076.585046	5268001199.999878
170.512092	-64697759.994011	384986074.964348	5268614399.999878
170.531937	-64705289.994009	384986073.343650	5269227599.999878
170.551783	-64712819.994007	384986071.722952	5269840799.999878
170.571628	-64720349.994005	384986070.102254	5270453999.999878
170.591474	-64727879.994003	384986068.481556	5271067199.999878
170.611319	-64735409.994002	384986066.860858	5271680399.999878
170.631165	-64742939.994000	384986065.240160	5272293599.999878
170.651010	-64750469.993998	384986063.619462	5272906799.999878
170.670855	-64757999.993996	384986061.998764	5273519999.999878
170.690701	-64765529.993994	384986060.378066	5274133199.999878
170.710546	-64773059.993993	384986058.757368	5274746399.999878
170.730392	-64780589.993991	384986057.136670	5275359599.999878
170.750237	-64788119.993989	384986055.515972	5275972799.999878
170.770083	-64795649.993987	384986053.895274	5276585999.999878
170.789928	-64803179.993986	384986052.274576	5277199199.999878
170.809774	-64810709.993984	384986050.653878	5277812399.999878
170.829619	-64818239.993982	384986049.033180	5278425599.999878
170.849464	-64825769.993980	384986047.412482	5279038799.999878
170.869310	-64833299.993978	384986045.791784	5279651999.999878
170.889155	-64840829.993977	384986044.171086	5280265199.999878
170.909001	-64848359.993975	384986042.550389	5280878399.999878
170.928846	-64855889.993973	384986040.929691	5281491599.999878
170.948692	-64863419.993971	384986039.308993	5282104799.999878
170.968537	-64870949.993969	384986037.688295	5282717999.999878
170.988383	-64878479.993968	384986036.067597	5283331199.999878
171.008228	-64886009.993966	384986034.446899	5283944399.999878
171.028074	-64893539.993964	384986032.826201	5284557599.999878
171.047919	-64901069.993962	384986031.205503	5285170799.999878
171.067764	-64908599.993961	384986029.584805	5285783999.999878
171.087610	-64916129.993959	384986027.964107	5286397199.999878
171.107455	-64923659.993957	384986026.343409	5287010399.999878
171.127301	-64931189.993955	384986024.722711	5287623599.999878
171.147146	-64938719.993953	384986023.102013	5288236799.999878
171.166992	-64946249.993952	384986021.481315	5288849999.999878
171.186837	-64953779.993950	384986019.860617	5289463199.999878
171.206683	-64961309.993948	384986018.239919	5290076399.999878
171.226528	-64968839.993946	384986016.619221	5290689599.999878
171.246373	-64976369.993944	384986014.998523	5291302799.999878
171.266219	-64983899.993943	384986013.377825	5291915999.999878
171.286064	-64991429.993941	384986011.757127	5292529199.999878
171.305910	-64998959.993939	384986010.136429	5293142399.999878
171.325755	-65006489.993937	384986008.515731	5293755599.999878
171.345601	-65014019.993935	384986006.895033	5294368799.999878
171.365446	-65021549.993934	384986005.274335	5294981999.999878
171.385292	-65029079.993932	384986003.653637	5295595199.999878
171.405137	-65036609.993930	384986002.032939	5296208399.999878
171.424983	-65044139.993928	384986000.412241	5296821599.999878
171.444828	-65051669.993927	384985998.791543	5297434799.999878
171.464673	-65059199.993925	384985997.170845	5298047999.999878
171.484519	-65066729.993923	384985995.550147	5298661199.999878
171.504364	-65074259.993921	384985993.929449	5299274399.999878
171.524210	-65081789.993919	384985992.308751	5299887599.999878
171.544055	-65089319.993918	384985990.688053	5300500799.999878
171.563901	-65096849.993916	384985989.067355	5301113999.999878
171.583746	-65104379.993914	384985987.446657	5301727199.999878
171.603592	-65111909.993912	384985985.825959	5302340399.999878
171.623437	-65119439.993910	384985984.205261	5302953599.999878
171.643282	-65126969.993909	384985982.584563	5303566799.999878
171.663128	-65134499.993907	384985980.963865	5304179999.999878
171.682973	-65142029.993905	384985979.343167	5304793199.999878
171.702819	-65149559.993903	384985977.722470	5305406399.999878
171.722664	-65157089.993901	384985976.101772	5306019599.999878
171.742510	-65164619.993900	384985974.481074	5306632799.999878
171.762355	-65172149.993898	384985972.860376	5307245999.999878
171.782201	-65179679.993896	384985971.239678	5307859199.999878
171.802046	-65187209.993894	384985969.618980	5308472399.999878
171.821892	-65194739.993893	384985967.998282	5309085599.999878
171.841737	-65202269.993891	384985966.377584	5309698799.999878
171.861582	-65209799.993889	384985964.756886	5310311999.999878
171.881428	-65217329.993887	384985963.136188	5310925199.999878
171.901273	-65224859.993885	384985961.515490	5311538399.999878
171.921119	-65232389.993884	384985959.894792	5312151599.999878
171.940964	-65239919.993882	384985958.274094	5312764799.999878
171.960810	-65247449.993880	384985956.653396	5313377999.999878
171.980655	-65254979.993878	384985955.032698	5313991199.999878
172.000501	-65262509.993876	384985953.412000	5314604399.999878
172.020346	-65270039.993875	384985951.791302	5315217599.999878
172.040191	-65277569.993873	384985950.170604	5315830799.999878
172.060037	-65285099.993871	384985948.549906	5316443999.999878
172.079882	-65292629.993869	384985946.929208	5317057199.999878
172.099728	-65300159.993868	384985945.308510	5317670399.999878
172.119573	-65307689.993866	384985943.687812	5318283599.999878
172.139419	-65315219.993864	384985942.067114	5318896799.999878
172.159264	-65322749.993862	384985940.446416	5319509999.999878
172.179110	-65330279.993860	384985938.825718	5320123199.999878
172.198955	-65337809.993859	384985937.205020	5320736399.999878
172.218801	-65345339.993857	384985935.584322	5321349599.999878
172.238646	-65352869.993855	384985933.963624	5321962799.999878
172.258491	-65360399.993853	384985932.342926	5322575999.999878
172.278337	-65367929.993851	384985930.722228	5323189199.999878
172.298182	-65375459.993850	384985929.101530	5323802399.999878
172.318028	-65382989.993848	384985927.480832	5324415599.999878
172.337873	-65390519.993846	384985925.860134	5325028799.999878
172.357719	-65398049.993844	384985924.239436	5325641999.999878
172.377564	-65405579.993842	384985922.618738	5326255199.999878
172.397410	-65413109.993841	384985920.998040	5326868399.999878
172.417255	-65420639.993839	384985919.377342	5327481599.999878
172.437100	-65428169.993837	384985917.756644	5328094799.999878
172.456946	-65435699.993835	384985916.135946	5328707999.999878
172.476791	-65443229.993834	384985914.515248	5329321199.999878
172.496637	-65450759.993832	384985912.894551	5329934399.999878
172.516482	-65458289.993830	384985911.273853	5330547599.999878
172.536328	-65465819.993828	384985909.653155	5331160799.999878
172.556173	-65473349.993826	384985908.032457	5331773999.999878
172.576019	-65480879.993825	384985906.411759	5332387199.999878
172.595864	-65488409.993823	384985904.791061	5333000399.999878
172.615710	-65495939.993821	384985903.170363	5333613599.999878
172.635555	-65503469.993819	384985901.549665	5334226799.999878
172.655400	-65510999.993817	384985899.928967	5334839999.999878
172.675246	-65518529.993816	384985898.308269	5335453199.999878
172.695091	-65526059.993814	384985896.687571	5336066399.999878
172.714937	-65533589.993812	384985895.066873	5336679599.999878
172.734782	-65541119.993810	384985893.446175	5337292799.999878
172.754628	-65548649.993809	384985891.825477	5337905999.999878
172.774473	-65556179.993807	384985890.204779	5338519199.999878
172.794319	-65563709.993805	384985888.584081	5339132399.999878
172.814164	-65571239.993803	384985886.963383	5339745599.999878
172.834009	-65578769.993801	384985885.342685	5340358799.999878
172.853855	-65586299.993800	384985883.721987	5340971999.999878
172.873700	-65593829.993798	384985882.101289	5341585199.999878
172.893546	-65601359.993796	384985880.480591	5342198399.999878
172.913391	-65608889.993794	384985878.859893	5342811599.999878
172.933237	-65616419.993792	384985877.239195	5343424799.999878
172.953082	-65623949.993791	384985875.618497	5344037999.999878
172.972928	-65631479.993789	384985873.997799	5344651199.999878
172.992773	-65639009.993787	384985872.377101	5345264399.999878
173.012619	-65646539.993785	384985870.756403	5345877599.999878
173.032464	-65654069.993783	384985869.135705	5346490799.999878
173.052309	-65661599.993782	384985867.515007	5347103999.999878
173.072155	-65669129.993780	384985865.894309	5347717199.999878
173.092000	-65676659.993778	384985864.273611	5348330399.999878
173.111846	-65684189.993776	384985862.652913	5348943599.999878
173.131691	-65691719.993775	384985861.032215	5349556799.999878
173.151537	-65699249.993773	384985859.411517	5350169999.999878
173.171382	-65706779.993771	384985857.790819	5350783199.999878
173.191228	-65714309.993769	384985856.170121	5351396399.999878
173.211073	-65721839.993767	384985854.549423	5352009599.999878
173.230918	-65729369.993766	384985852.928725	5352622799.999878
173.250764	-65736899.993764	384985851.308027	5353235999.999878
173.270609	-65744429.993762	384985849.687329	5353849199.999878
173.290455	-65751959.993760	384985848.066632	5354462399.999878
173.310300	-65759489.993758	384985846.445934	5355075599.999878
173.330146	-65767019.993757	384985844.825236	5355688799.999878
173.349991	-65774549.993755	384985843.204538	5356301999.999878
173.369837	-65782079.993753	384985841.583840	5356915199.999878
173.389682	-65789609.993751	384985839.963142	5357528399.999878
173.409528	-65797139.993750	384985838.342444	5358141599.999878
173.429373	-65804669.993748	384985836.721746	5358754799.999878
173.449218	-65812199.993746	384985835.101048	5359367999.999878
173.469064	-65819729.993744	384985833.480350	5359981199.999878
173.488909	-65827259.993742	384985831.859652	5360594399.999878
173.508755	-65834789.993741	384985830.238954	5361207599.999878
173.528600	-65842319.993739	384985828.618256	5361820799.999878
173.548446	-65849849.993737	384985826.997558	5362433999.999878
173.568291	-65857379.993735	384985825.376860	5363047199.999878
173.588137	-65864909.993733	384985823.756162	5363660399.999878
173.607982	-65872439.993732	384985822.135464	5364273599.999878
173.627827	-65879969.993730	384985820.514766	5364886799.999878
173.647673	-65887499.993728	384985818.894068	5365499999.999878
173.667518	-65895029.993726	384985817.273370	5366113199.999878
173.687364	-65902559.993724	384985815.652672	5366726399.999878
173.707209	-65910089.993723	384985814.031974	5367339599.999878
173.727055	-65917619.993721	384985812.411276	5367952799.999878
173.746900	-65925149.993719	384985810.790578	5368565999.999878
173.766746	-65932679.993717	384985809.169880	5369179199.999878
173.786591	-65940209.993716	384985807.549182	5369792399.999878
173.806437	-65947739.993714	384985805.928484	5370405599.999878
173.826282	-65955269.993712	384985804.307786	5371018799.999878
173.846127	-65962799.993710	384985802.687088	5371631999.999878
173.865973	-65970329.993708	384985801.066390	5372245199.999878
173.885818	-65977859.993707	384985799.445692	5372858399.999878
173.905664	-65985389.993705	384985797.824994	5373471599.999878
173.925509	-65992919.993703	384985796.204296	5374084799.999878
173.945355	-66000449.993701	384985794.583598	5374697999.999878
173.965200	-66007979.993699	384985792.962900	5375311199.999878
173.985046	-66015509.993698	384985791.342202	5375924399.999878
174.004891	-66023039.993696	384985789.721504	5376537599.999878
174.024736	-66030569.993694	384985788.100806	5377150799.999878
174.044582	-66038099.993692	384985786.480108	5377763999.999878
174.064427	-66045629.993690	384985784.859410	5378377199.999878
174.084273	-66053159.993689	384985783.238712	5378990399.999878
174.104118	-66060689.993687	384985781.618015	5379603599.999878
174.123964	-66068219.993685	384985779.997317	5380216799.999878
174.143809	-66075749.993683	384985778.376619	5380829999.999878
174.163655	-66083279.993682	384985776.755921	5381443199.999878
174.183500	-66090809.993680	384985775.135223	5382056399.999878
174.203346	-66098339.993678	384985773.514525	5382669599.999878
174.223191	-66105869.993676	384985771.893827	5383282799.999878
174.243036	-66113399.993674	384985770.273129	5383895999.999878
174.262882	-66120929.993673	384985768.652431	5384509199.999878
174.282727	-66128459.993671	384985767.031733	5385122399.999878
174.302573	-66135989.993669	384985765.411035	5385735599.999878
174.322418	-66143519.993667	384985763.790337	5386348799.999878
174.342264	-66151049.993665	384985762.169639	5386961999.999878
174.362109	-66158579.993664	384985760.548941	5387575199.999878
174.381955	-66166109.993662	384985758.928243	5388188399.999878
174.401800	-66173639.993660	384985757.307545	5388801599.999878
174.421645	-66181169.993658	384985755.686847	5389414799.999878
174.441491	-66188699.993657	384985754.066149	5390027999.999878
174.461336	-66196229.993655	384985752.445451	5390641199.999878
174.481182	-66203759.993653	384985750.824753	5391254399.999878
174.501027	-66211289.993651	384985749.204055	5391867599.999878
174.520873	-66218819.993649	384985747.583357	5392480799.999878
174.540718	-66226349.993648	384985745.962659	5393093999.999878
174.560564	-66233879.993646	384985744.341961	5393707199.999878
174.580409	-66241409.993644	384985742.721263	5394320399.999878
174.600255	-66248939.993642	384985741.100565	5394933599.999878
174.620100	-66256469.993640	384985739.479867	5395546799.999878
174.639945	-66263999.993639	384985737.859169	5396159999.999878
174.659791	-66271529.993637	384985736.238471	5396773199.999878
174.679636	-66279059.993635	384985734.617773	5397386399.999878
174.699482	-66286589.993633	384985732.997075	5397999599.999878
174.719327	-66294119.993631	384985731.376377	5398612799.999878
174.739173	-66301649.993630	384985729.755679	5399225999.999878
174.759018	-66309179.993628	384985728.134981	5399839199.999878
174.778864	-66316709.993626	384985726.514283	5400452399.999878
174.798709	-66324239.993624	384985724.893585	5401065599.999878
174.818555	-66331769.993623	384985723.272887	5401678799.999878
174.838400	-66339299.993621	384985721.652189	5402291999.999878
174.858245	-66346829.993619	384985720.031491	5402905199.999878
174.878091	-66354359.993617	384985718.410793	5403518399.999878
174.897936	-66361889.993615	384985716.790096	5404131599.999878
174.917782	-66369419.993614	384985715.169398	5404744799.999878
174.937627	-66376949.993612	384985713.548700	5405357999.999878
174.957473	-66384479.993610	384985711.928002	5405971199.999878
174.977318	-66392009.993608	384985710.307304	5406584399.999878
174.997164	-66399539.993606	384985708.686606	5407197599.999878
175.017009	-66407069.993605	384985707.065908	5407810799.999878
175.036854	-66414599.993603	384985705.445210	5408423999.999878
175.056700	-66422129.993601	384985703.824512	5409037199.999878
175.076545	-66429659.993599	384985702.203814	5409650399.999878
175.096391	-66437189.993598	384985700.583116	5410263599.999878
175.116236	-66444719.993596	384985698.962418	5410876799.999878
175.136082	-66452249.993594	384985697.341720	5411489999.999878
175.155927	-66459779.993592	384985695.721022	5412103199.999878
175.175773	-66467309.993590	384985694.100324	5412716399.999878
175.195618	-66474839.993589	384985692.479626	5413329599.999878
175.215464	-66482369.993587	384985690.858928	5413942799.999878
175.235309	-66489899.993585	384985689.238230	5414555999.999878
175.255154	-66497429.993583	384985687.617532	5415169199.999878
175.275000	-66504959.993581	384985685.996834	5415782399.999878
175.294845	-66512489.993580	384985684.376136	5416395599.999878
175.314691	-66520019.993578	384985682.755438	5417008799.999878
175.334536	-66527549.993576	384985681.134740	5417621999.999878
175.354382	-66535079.993574	384985679.514042	5418235199.999878
175.374227	-66542609.993572	384985677.893344	5418848399.999878
175.394073	-66550139.993571	384985676.272646	5419461599.999878
175.413918	-66557669.993569	384985674.651948	5420074799.999878
175.433763	-66565199.993567	384985673.031250	5420687999.999878
175.453609	-66572729.993565	384985671.410552	5421301199.999878
175.473454	-66580259.993564	384985669.789854	5421914399.999878
175.493300	-66587789.993562	384985668.169156	5422527599.999878
175.513145	-66595319.993560	384985666.548458	5423140799.999878
175.532991	-66602849.993558	384985664.927760	5423753999.999878
175.552836	-66610379.993556	384985663.307062	5424367199.999878
175.572682	-66617909.993555	384985661.686364	5424980399.999878
175.592527	-66625439.993553	384985660.065666	5425593599.999878
175.612373	-66632969.993551	384985658.444968	5426206799.999878
175.632218	-66640499.993549	384985656.824270	5426819999.999878
175.652063	-66648029.993547	384985655.203572	5427433199.999878
175.671909	-66655559.993546	384985653.582874	5428046399.999878
175.691754	-66663089.993544	384985651.962177	5428659599.999878
175.711600	-66670619.993542	384985650.341479	5429272799.999878
175.731445	-66678149.993540	384985648.720781	5429885999.999878
175.751291	-66685679.993539	384985647.100083	5430499199.999878
175.771136	-66693209.993537	384985645.479385	5431112399.999878
175.790982	-66700739.993535	384985643.858687	5431725599.999878
175.810827	-66708269.993533	384985642.237989	5432338799.999878
175.830672	-66715799.993531	384985640.617291	5432951999.999878
175.850518	-66723329.993530	384985638.996593	5433565199.999878
175.870363	-66730859.993528	384985637.375895	5434178399.999878
175.890209	-66738389.993526	384985635.755197	5434791599.999878
175.910054	-66745919.993524	384985634.134499	5435404799.999878
175.929900	-66753449.993522	384985632.513801	5436017999.999878
175.949745	-66760979.993521	384985630.893103	5436631199.999878
175.969591	-66768509.993519	384985629.272405	5437244399.999878
175.989436	-66776039.993517	384985627.651707	5437857599.999878
176.009282	-66783569.993515	384985626.031009	5438470799.999878
176.029127	-66791099.993513	384985624.410311	5439083999.999878
176.048972	-66798629.993512	384985622.789613	5439697199.999878
176.068818	-66806159.993510	384985621.168915	5440310399.999878
176.088663	-66813689.993508	384985619.548217	5440923599.999878
176.108509	-66821219.993506	384985617.927519	5441536799.999878
176.128354	-66828749.993505	384985616.306821	5442149999.999878
176.148200	-66836279.993503	384985614.686123	5442763199.999878
176.168045	-66843809.993501	384985613.065425	5443376399.999878
176.187891	-66851339.993499	384985611.444727	5443989599.999878
176.207736	-66858869.993497	384985609.824029	5444602799.999878
176.227581	-66866399.993496	384985608.203331	5445215999.999878
176.247427	-66873929.993494	384985606.582633	5445829199.999878
176.267272	-66881459.993492	384985604.961935	5446442399.999878
176.287118	-66888989.993490	384985603.341237	5447055599.999878
176.306963	-66896519.993488	384985601.720539	5447668799.999878
176.326809	-66904049.993487	384985600.099841	5448281999.999878
176.346654	-66911579.993485	384985598.479143	5448895199.999878
176.366500	-66919109.993483	384985596.858445	5449508399.999878
176.386345	-66926639.993481	384985595.237747	5450121599.999878
176.406191	-66934169.993479	384985593.617049	5450734799.999878
176.426036	-66941699.993478	384985591.996351	5451347999.999878
176.445881	-66949229.993476	384985590.375653	5451961199.999878
176.465727	-66956759.993474	384985588.754955	5452574399.999878
176.485572	-66964289.993472	384985587.134258	5453187599.999878
176.505418	-66971819.993471	384985585.513560	5453800799.999878
176.525263	-66979349.993469	384985583.892862	5454413999.999878
176.545109	-66986879.993467	384985582.272164	5455027199.999878
176.564954	-66994409.993465	384985580.651466	5455640399.999878
176.584800	-67001939.993463	384985579.030768	5456253599.999878
176.604645	-67009469.993462	384985577.410070	5456866799.999878
176.624490	-67016999.993460	384985575.789372	5457479999.999878
176.644336	-67024529.993458	384985574.168674	5458093199.999878
176.664181	-67032059.993456	384985572.547976	5458706399.999878
176.684027	-67039589.993454	384985570.927278	5459319599.999878
176.703872	-67047119.993453	384985569.306580	5459932799.999878
176.723718	-67054649.993451	384985567.685882	5460545999.999878
176.743563	-67062179.993449	384985566.065184	5461159199.999878
176.763409	-67069709.993447	384985564.444486	5461772399.999878
176.783254	-67077239.993446	384985562.823788	5462385599.999878
176.803100	-67084769.993444	384985561.203090	5462998799.999878
176.822945	-67092299.993442	384985559.582392	5463611999.999878
176.842790	-67099829.993440	384985557.961694	5464225199.999878
176.862636	-67107359.993438	384985556.340996	5464838399.999878
176.882481	-67114889.993437	384985554.720298	5465451599.999878
176.902327	-67122419.993435	384985553.099600	5466064799.999878
176.922172	-67129949.993433	384985551.478902	5466677999.999878
176.942018	-67137479.993431	384985549.858204	5467291199.999878
176.961863	-67145009.993429	384985548.237506	5467904399.999878
176.981709	-67152539.993428	384985546.616808	5468517599.999878
177.001554	-67160069.993426	384985544.996110	5469130799.999878
177.021399	-67167599.993424	384985543.375412	5469743999.999878
177.041245	-67175129.993422	384985541.754714	5470357199.999878
177.061090	-67182659.993420	384985540.134016	5470970399.999878
177.080936	-67190189.993419	384985538.513318	5471583599.999878
177.100781	-67197719.993417	384985536.892620	5472196799.999878
177.120627	-67205249.993415	384985535.271922	5472809999.999878
177.140472	-67212779.993413	384985533.651224	5473423199.999878
177.160318	-67220309.993412	384985532.030526	5474036399.999878
177.180163	-67227839.993410	384985530.409828	5474649599.999878
177.200009	-67235369.993408	384985528.789130	5475262799.999878
177.219854	-67242899.993406	384985527.168432	5475875999.999878
177.239699	-67250429.993404	384985525.547734	5476489199.999878
177.259545	-67257959.993403	384985523.927036	5477102399.999878
177.279390	-67265489.993401	384985522.306338	5477715599.999878
177.299236	-67273019.993399	384985520.685641	5478328799.999878
177.319081	-67280549.993397	384985519.064943	5478941999.999878
177.338927	-67288079.993395	384985517.444245	5479555199.999878
177.358772	-67295609.993394	384985515.823547	5480168399.999878
177.378618	-67303139.993392	384985514.202849	5480781599.999878
177.398463	-67310669.993390	384985512.582151	5481394799.999878
177.418308	-67318199.993388	384985510.961453	5482007999.999878
177.438154	-67325729.993387	384985509.340755	5482621199.999878
177.457999	-67333259.993385	384985507.720057	5483234399.999878
177.477845	-67340789.993383	384985506.099359	5483847599.999878
177.497690	-67348319.993381	384985504.478661	5484460799.999878
177.517536	-67355849.993379	384985502.857963	5485073999.999878
177.537381	-67363379.993378	384985501.237265	5485687199.999878
177.557227	-67370909.993376	384985499.616567	5486300399.999878
177.577072	-67378439.993374	384985497.995869	5486913599.999878
177.596918	-67385969.993372	384985496.375171	5487526799.999878
177.616763	-67393499.993370	384985494.754473	5488139999.999878
177.636608	-67401029.993369	384985493.133775	5488753199.999878
177.656454	-67408559.993367	384985491.513077	5489366399.999878
177.676299	-67416089.993365	384985489.892379	5489979599.999878
177.696145	-67423619.993363	384985488.271681	5490592799.999878
177.715990	-67431149.993361	384985486.650983	5491205999.999878
177.735836	-67438679.993360	384985485.030285	5491819199.999878
177.755681	-67446209.993358	384985483.409587	5492432399.999878
177.775527	-67453739.993356	384985481.788889	5493045599.999878
177.795372	-67461269.993354	384985480.168191	5493658799.999878
177.815217	-67468799.993353	384985478.547493	5494271999.999878
177.835063	-67476329.993351	384985476.926795	5494885199.999878
177.854908	-67483859.993349	384985475.306097	5495498399.999878
177.874754	-67491389.993347	384985473.685399	5496111599.999878
177.894599	-67498919.993345	384985472.064701	5496724799.999878
177.914445	-67506449.993344	384985470.444003	5497337999.999878
